clone_id	correct_id	correct_female	correct_male	removed	year	generation
1901251	1901251	9805147E	0305274C	false	2019	2
1901301	1901301	9805147E	0305274C	false	2019	2
1901325	1901325	9805147E	0305274C	false	2019	2
1901372	1901372	9805147E	0305274C	false	2019	2
1901383	1901383	9805147E	0305274C	false	2019	2
1901484	1901484	000014B	0705017A	false	2019	2
1901814	1901814	9805147E	0304126A	false	2019	2
1902442	1902442	9903666A	0305274C	false	2019	2
1902463	1902463	9903666A	0305274C	false	2019	2
1902670	1902670	9805147E	0707485B	false	2019	2
1902689	1902689	9702631	0707485B	false	2019	2
1902700	1902700	9702631	0707485B	false	2019	2
1902842	1902842	9805147E	0706809	false	2019	2
1902906	1902906	9805147E	0706809	false	2019	2
1903441	1903441	9702631	0707485B	false	2019	2
1903465	1903465	9702631	0707485B	false	2019	2
1903467	1903467	9702631	0707485B	false	2019	2
1903501	1903501	9702631	0707485B	false	2019	2
1903635	1903635	9903666A	0305029A	false	2019	2
1903787	1903787	9702631	0303876A	false	2019	2
1903792	1903792	9702631	0303876A	false	2019	2
1903801	1903801	9702631	0303876A	false	2019	2
1903827	1903827	9710342	0305029A	false	2019	2
1903857	1903857	000014B	0706809	false	2019	2
1903867	1903867	000014B	0706809	false	2019	2
1903968	1903968	9702631	0305029A	false	2019	2
1903991	1903991	9702631	0305029A	false	2019	2
1903996	1903996	9702631	0305029A	false	2019	2
1904029	1904029	9702631	0305029A	false	2019	2
1904261	1904261	9702631	0706809	false	2019	2
1904289	1904289	9702631	0706809	false	2019	2
1904297	1904297	9702631	0706809	false	2019	2
1904299	1904299	9702631	0706809	false	2019	2
1904300	1904300	9702631	0706809	false	2019	2
1904681	1904681	9702631	0303876A	false	2019	2
1904789	1904789	9903666A	0305274C	false	2019	2
1904812	1904812	9903666A	0305274C	false	2019	2
1905070	1905070	9710342	0305029A	false	2019	2
1905102	1905102	9702631	0305029A	false	2019	2
1905105	1905105	9702631	0305029A	false	2019	2
1905169	1905169	9702631	0305029A	false	2019	2
1905188	1905188	9702631	0305029A	false	2019	2
1905353	1905353	9702631	0303876A	false	2019	2
1905360	1905360	9702631	0303876A	false	2019	2
1905370	1905370	9702631	0303876A	false	2019	2
1905505	1905505	9710342	0303876A	false	2019	2
1906268	1906268	9710342	0303876A	false	2019	2
1901392	1901392	9702631	0704674	false	2019	3
1901401	1901401	9702631	0704674	false	2019	3
1901426	1901426	9702631	0704674	false	2019	3
1901435	1901435	9702631	0704674	false	2019	3
1901941	1901941	9702631	0701947A	false	2019	3
1901968	1901968	9702631	0701947A	false	2019	3
1901975	1901975	9702631	0701947A	false	2019	3
1901990	1901990	9702631	0701947A	false	2019	3
1901993	1901993	9702631	0701947A	false	2019	3
1901998	1901998	9702631	0701947A	false	2019	3
1902045	1902045	9710342	0701947A	false	2019	3
1902142	1902142	000014B	0701947A	false	2019	3
1902163	1902163	000014B	0701947A	false	2019	3
1902225	1902225	9702631	0701947A	false	2019	3
1902236	1902236	9702631	0701947A	false	2019	3
1902257	1902257	9702631	0701947A	false	2019	3
1902263	1902263	9702631	0701947A	false	2019	3
1902277	1902277	9702631	0701947A	false	2019	3
1902278	1902278	9702631	0701947A	false	2019	3
1902296	1902296	9702631	0701947A	false	2019	3
1902359	1902359	000014B	0701947A	false	2019	3
1902401	1902401	9710342	0701947A	false	2019	3
1902411	1902411	9710342	0701947A	false	2019	3
1902577	1902577	9702631	0701947A	false	2019	3
1902578	1902578	9702631	0701947A	false	2019	3
1902586	1902586	000014B	0701947A	false	2019	3
1902591	1902591	000014B	0701947A	false	2019	3
1902599	1902599	000014B	0701947A	false	2019	3
1902623	1902623	000014B	0701947A	false	2019	3
1902754	1902754	000014B	0704674	false	2019	3
1903086	1903086	9702631	0704674	false	2019	3
1903531	1903531	9710342	0701947A	false	2019	3
1903659	1903659	9805147E	0403912A	false	2019	3
1903678	1903678	9805147E	0403912A	false	2019	3
1903682	1903682	9805147E	0403912A	false	2019	3
1903685	1903685	9805147E	0403912A	false	2019	3
1903897	1903897	9805147E	0403912A	false	2019	3
1903932	1903932	9903666A	0403912A	false	2019	3
1904088	1904088	9805147E	0403912A	false	2019	3
1905958	1905958	9710342	0403912A	false	2019	3
1906473	1906473	9710342	0305029A	false	2019	2
1906544	1906544	9710342	0305029A	false	2019	2
1906575	1906575	9710342	0303876A	false	2019	2
1906855	1906855	9710342	0303876A	false	2019	2
1906859	1906859	9710342	0303876A	false	2019	2
1906866	1906866	9710342	0303876A	false	2019	2
1906923	1906923	9710342	0303876A	false	2019	2
1906925	1906925	9710342	0303876A	false	2019	2
1906930	1906930	9710342	0303876A	false	2019	2
1907375	1907375	9710342	0705017A	false	2019	2
1907508	1907508	000014B	0705017A	false	2019	2
1907710	1907710	9501617	0706809	false	2019	2
2001534	2001534	9701987B	0704216	false	2020	2
2001674	2001674	9702631	0704216	false	2020	2
2001698	2001698	9702631	0704216	false	2020	2
2001709	2001709	9702631	0704216	false	2020	2
2001809	2001809	9701987B	0704216	false	2020	2
2001812	2001812	9701987B	0704216	false	2020	2
2001820	2001820	9701987B	0704216	false	2020	2
2001827	2001827	9701987B	0704216	false	2020	2
2001913	2001913	9701987B	0704216	false	2020	2
2001914	2001914	9701987B	0704216	false	2020	2
2002342	2002342	9702631	0704216	false	2020	2
2002348	2002348	9702631	0704216	false	2020	2
2002915	2002915	000014B	0704216	false	2020	2
1906951	1906951	9710342	0403912A	false	2019	3
1906982	1906982	9710342	0403912A	false	2019	3
1907062	1907062	9710342	0403912A	false	2019	3
1907070	1907070	9710342	0403912A	false	2019	3
1907071	1907071	9710342	0403912A	false	2019	3
1907078	1907078	9710342	0403912A	false	2019	3
1907119	1907119	9710342	0403912A	false	2019	3
1907245	1907245	9710342	0403912A	false	2019	3
2000011	2000011	9709297A	0702391A	false	2020	3
2000040	2000040	9709297A	0702391A	false	2020	3
2000042	2000042	9709297A	0702391A	false	2020	3
2000072	2000072	9806490B	0204085B	false	2020	3
2000311	2000311	9702631	0702441C	false	2020	3
2000331	2000331	9702631	0702441C	false	2020	3
2000339	2000339	9702631	0702441C	false	2020	3
2000373	2000373	9702631	0702441C	false	2020	3
2000513	2000513	0702235B	0704216	false	2020	3
2000576	2000576	0702235B	0702086C	false	2020	3
2000717	2000717	9709297A	0702441C	false	2020	3
2000730	2000730	9709297A	0702441C	false	2020	3
2000742	2000742	9702631	0702441C	false	2020	3
2000751	2000751	9702631	0702441C	false	2020	3
2000760	2000760	9702631	0702441C	false	2020	3
2000773	2000773	9806490B	0204085B	false	2020	3
2000824	2000824	9709297A	0702441C	false	2020	3
2000881	2000881	9709297A	0702441C	false	2020	3
2000966	2000966	9805147E	0702086C	false	2020	3
2001044	2001044	9805147E	0204085B	false	2020	3
2001072	2001072	9805147E	0204085B	false	2020	3
2001118	2001118	9806490B	0702086C	false	2020	3
2001126	2001126	9806490B	0702086C	false	2020	3
2001145	2001145	9702631	0702441C	false	2020	3
2001151	2001151	9702631	0702441C	false	2020	3
2001163	2001163	9702631	0702441C	false	2020	3
2001185	2001185	9709297A	0702441C	false	2020	3
2001205	2001205	9701987B	0702086C	false	2020	3
2001224	2001224	9701987B	0702086C	false	2020	3
2001236	2001236	9805147E	0204085B	false	2020	3
2001240	2001240	9805147E	0204085B	false	2020	3
2001363	2001363	9805106A	0702391A	false	2020	3
2001420	2001420	9805147E	0204085B	false	2020	3
2001553	2001553	9709297A	0702391A	false	2020	3
2001565	2001565	9702631	0702441C	false	2020	3
2001602	2001602	9806490B	0702086C	false	2020	3
2001667	2001667	9805147E	0702086C	false	2020	3
2001734	2001734	9701987B	0702086C	false	2020	3
2001738	2001738	9701987B	0702086C	false	2020	3
2001760	2001760	9701987B	0702086C	false	2020	3
2001894	2001894	0702235B	0704216	false	2020	3
2002166	2002166	9805106A	0702391A	false	2020	3
2002204	2002204	9701987B	0702086C	false	2020	3
2002221	2002221	9701987B	0702086C	false	2020	3
2002261	2002261	9807707B	0702391A	false	2020	3
2002265	2002265	9807707B	0702391A	false	2020	3
2002287	2002287	9807707B	0702391A	false	2020	3
2002306	2002306	9806490B	0702086C	false	2020	3
2002320	2002320	9806490B	0702086C	false	2020	3
2002371	2002371	0702235B	0704216	false	2020	3
2002417	2002417	000014B	0702441C	false	2020	3
2002446	2002446	0702235B	0704216	false	2020	3
2002473	2002473	9806490B	0204085B	false	2020	3
2002483	2002483	9806490B	0204085B	false	2020	3
2002484	2002484	9806490B	0204085B	false	2020	3
2002485	2002485	9806490B	0204085B	false	2020	3
2002506	2002506	9807707B	0204085B	false	2020	3
2002767	2002767	9805106A	0204085B	false	2020	3
2002830	2002830	9807707B	0204085B	false	2020	3
2002849	2002849	9807707B	0204085B	false	2020	3
2002866	2002866	9805106A	0204085B	false	2020	3
2003042	2003042	0702235B	0702086C	false	2020	3
2003081	2003081	0702235B	0702086C	false	2020	3
2003133	2003133	9707707B	0702391A	false	2020	3
2003137	2003137	9707707B	0702391A	false	2020	3
2003209	2003209	0702235B	0702086C	false	2020	3
